# Real monthly US AQI from Open-Meteo Air-Quality archive (no key).
# Delhi, 2023-01..2026-06. zone = H3 res-7 cell id.
zone,lat,lon,month,aqi
873da1001ffffff,28.48085,77.22367,31,269.0
873da1001ffffff,28.48085,77.22367,32,130.1
873da1001ffffff,28.48085,77.22367,33,165.1
873da1001ffffff,28.48085,77.22367,34,190.9
873da1001ffffff,28.48085,77.22367,35,210.2
873da1001ffffff,28.48085,77.22367,36,202.5
873da1001ffffff,28.48085,77.22367,37,172.7
873da1001ffffff,28.48085,77.22367,38,671.3
873da1001ffffff,28.48085,77.22367,39,798.9
873da1001ffffff,28.48085,77.22367,40,1050.4
873da1001ffffff,28.48085,77.22367,41,622.1
873da1002ffffff,28.45015,77.19656,0,205.6
873da1002ffffff,28.45015,77.19656,1,169.2
873da1002ffffff,28.45015,77.19656,2,158.1
873da1002ffffff,28.45015,77.19656,3,130.9
873da1002ffffff,28.45015,77.19656,4,140.5
873da1002ffffff,28.45015,77.19656,5,125.9
873da1002ffffff,28.45015,77.19656,6,111.0
873da1002ffffff,28.45015,77.19656,7,154.4
873da1002ffffff,28.45015,77.19656,8,126.2
873da1002ffffff,28.45015,77.19656,9,138.6
873da1002ffffff,28.45015,77.19656,10,184.4
873da1002ffffff,28.45015,77.19656,11,189.6
873da1002ffffff,28.45015,77.19656,12,207.6
873da1002ffffff,28.45015,77.19656,13,151.1
873da1002ffffff,28.45015,77.19656,14,146.2
873da1002ffffff,28.45015,77.19656,15,145.9
873da1002ffffff,28.45015,77.19656,16,222.1
873da1002ffffff,28.45015,77.19656,17,250.3
873da1002ffffff,28.45015,77.19656,18,130.3
873da1002ffffff,28.45015,77.19656,19,100.3
873da1002ffffff,28.45015,77.19656,20,126.8
873da1002ffffff,28.45015,77.19656,21,158.7
873da1002ffffff,28.45015,77.19656,22,197.8
873da1002ffffff,28.45015,77.19656,23,185.2
873da1002ffffff,28.45015,77.19656,24,203.2
873da1002ffffff,28.45015,77.19656,25,160.1
873da1002ffffff,28.45015,77.19656,26,848.6
873da1002ffffff,28.45015,77.19656,27,843.7
873da1002ffffff,28.45015,77.19656,28,894.8
873da1002ffffff,28.45015,77.19656,29,530.9
873da1002ffffff,28.45015,77.19656,30,149.1
873da1002ffffff,28.45015,77.19656,31,269.0
873da1002ffffff,28.45015,77.19656,32,130.1
873da1002ffffff,28.45015,77.19656,33,165.1
873da1002ffffff,28.45015,77.19656,34,190.9
873da1002ffffff,28.45015,77.19656,35,210.2
873da1002ffffff,28.45015,77.19656,36,202.5
873da1002ffffff,28.45015,77.19656,37,172.7
873da1002ffffff,28.45015,77.19656,38,671.3
873da1002ffffff,28.45015,77.19656,39,798.9
873da1002ffffff,28.45015,77.19656,40,1050.4
873da1002ffffff,28.45015,77.19656,41,622.1
873da1003ffffff,28.45913,77.22050,0,205.6
873da1003ffffff,28.45913,77.22050,1,169.2
873da1003ffffff,28.45913,77.22050,2,158.1
873da1003ffffff,28.45913,77.22050,3,130.9
873da1003ffffff,28.45913,77.22050,4,140.5
873da1003ffffff,28.45913,77.22050,5,125.9
873da1003ffffff,28.45913,77.22050,6,111.0
873da1003ffffff,28.45913,77.22050,7,154.4
873da1003ffffff,28.45913,77.22050,8,126.2
873da1003ffffff,28.45913,77.22050,9,138.6
873da1003ffffff,28.45913,77.22050,10,184.4
873da1003ffffff,28.45913,77.22050,11,189.6
873da1003ffffff,28.45913,77.22050,12,207.6
873da1003ffffff,28.45913,77.22050,13,151.1
873da1003ffffff,28.45913,77.22050,14,146.2
873da1003ffffff,28.45913,77.22050,15,145.9
873da1003ffffff,28.45913,77.22050,16,222.1
873da1003ffffff,28.45913,77.22050,17,250.3
873da1003ffffff,28.45913,77.22050,18,130.3
873da1003ffffff,28.45913,77.22050,19,100.3
873da1003ffffff,28.45913,77.22050,20,126.8
873da1003ffffff,28.45913,77.22050,21,158.7
873da1003ffffff,28.45913,77.22050,22,197.8
873da1003ffffff,28.45913,77.22050,23,185.2
873da1003ffffff,28.45913,77.22050,24,203.2
873da1003ffffff,28.45913,77.22050,25,160.1
873da1003ffffff,28.45913,77.22050,26,848.6
873da1003ffffff,28.45913,77.22050,27,843.7
873da1003ffffff,28.45913,77.22050,28,894.8
873da1003ffffff,28.45913,77.22050,29,530.9
873da1003ffffff,28.45913,77.22050,30,149.1
873da1003ffffff,28.45913,77.22050,31,269.0
873da1003ffffff,28.45913,77.22050,32,130.1
873da1003ffffff,28.45913,77.22050,33,165.1
873da1003ffffff,28.45913,77.22050,34,190.9
873da1003ffffff,28.45913,77.22050,35,210.2
873da1003ffffff,28.45913,77.22050,36,202.5
873da1003ffffff,28.45913,77.22050,37,172.7
873da1003ffffff,28.45913,77.22050,38,671.3
873da1003ffffff,28.45913,77.22050,39,798.9
873da1003ffffff,28.45913,77.22050,40,1050.4
873da1003ffffff,28.45913,77.22050,41,622.1
873da1004ffffff,28.48463,77.17894,0,205.6
873da1004ffffff,28.48463,77.17894,1,169.2
873da1004ffffff,28.48463,77.17894,2,158.1
873da1004ffffff,28.48463,77.17894,3,130.9
873da1004ffffff,28.48463,77.17894,4,140.5
873da1004ffffff,28.48463,77.17894,5,125.9
873da1004ffffff,28.48463,77.17894,6,111.0
873da1004ffffff,28.48463,77.17894,7,154.4
873da1004ffffff,28.48463,77.17894,8,126.2
873da1004ffffff,28.48463,77.17894,9,138.6
873da1004ffffff,28.48463,77.17894,10,184.4
873da1004ffffff,28.48463,77.17894,11,189.6
873da1004ffffff,28.48463,77.17894,12,207.6
873da1004ffffff,28.48463,77.17894,13,151.1
873da1004ffffff,28.48463,77.17894,14,146.2
873da1004ffffff,28.48463,77.17894,15,145.9
873da1004ffffff,28.48463,77.17894,16,222.1
873da1004ffffff,28.48463,77.17894,17,250.3
873da1004ffffff,28.48463,77.17894,18,130.3
873da1004ffffff,28.48463,77.17894,19,100.3
873da1004ffffff,28.48463,77.17894,20,126.8
873da1004ffffff,28.48463,77.17894,21,158.7
873da1004ffffff,28.48463,77.17894,22,197.8
873da1004ffffff,28.48463,77.17894,23,185.2
873da1004ffffff,28.48463,77.17894,24,203.2
873da1004ffffff,28.48463,77.17894,25,160.1
873da1004ffffff,28.48463,77.17894,26,848.6
873da1004ffffff,28.48463,77.17894,27,843.7
873da1004ffffff,28.48463,77.17894,28,894.8
873da1004ffffff,28.48463,77.17894,29,530.9
873da1004ffffff,28.48463,77.17894,30,149.1
873da1004ffffff,28.48463,77.17894,31,269.0
873da1004ffffff,28.48463,77.17894,32,130.1
873da1004ffffff,28.48463,77.17894,33,165.1
873da1004ffffff,28.48463,77.17894,34,190.9
873da1004ffffff,28.48463,77.17894,35,210.2
873da1004ffffff,28.48463,77.17894,36,202.5
873da1004ffffff,28.48463,77.17894,37,172.7
873da1004ffffff,28.48463,77.17894,38,671.3
873da1004ffffff,28.48463,77.17894,39,798.9
873da1004ffffff,28.48463,77.17894,40,1050.4
873da1004ffffff,28.48463,77.17894,41,622.1
873da1005ffffff,28.49361,77.20289,0,205.6
873da1005ffffff,28.49361,77.20289,1,169.2
873da1005ffffff,28.49361,77.20289,2,158.1
873da1005ffffff,28.49361,77.20289,3,130.9
873da1005ffffff,28.49361,77.20289,4,140.5
873da1005ffffff,28.49361,77.20289,5,125.9
873da1005ffffff,28.49361,77.20289,6,111.0
873da1005ffffff,28.49361,77.20289,7,154.4
873da1005ffffff,28.49361,77.20289,8,126.2
873da1005ffffff,28.49361,77.20289,9,138.6
873da1005ffffff,28.49361,77.20289,10,184.4
873da1005ffffff,28.49361,77.20289,11,189.6
873da1005ffffff,28.49361,77.20289,12,207.6
873da1005ffffff,28.49361,77.20289,13,151.1
873da1005ffffff,28.49361,77.20289,14,146.2
873da1005ffffff,28.49361,77.20289,15,145.9
873da1005ffffff,28.49361,77.20289,16,222.1
873da1005ffffff,28.49361,77.20289,17,250.3
873da1005ffffff,28.49361,77.20289,18,130.3
873da1005ffffff,28.49361,77.20289,19,100.3
873da1005ffffff,28.49361,77.20289,20,126.8
873da1005ffffff,28.49361,77.20289,21,158.7
873da1005ffffff,28.49361,77.20289,22,197.8
873da1005ffffff,28.49361,77.20289,23,185.2
873da1005ffffff,28.49361,77.20289,24,203.2
873da1005ffffff,28.49361,77.20289,25,160.1
873da1005ffffff,28.49361,77.20289,26,848.6
873da1005ffffff,28.49361,77.20289,27,843.7
873da1005ffffff,28.49361,77.20289,28,894.8
873da1005ffffff,28.49361,77.20289,29,530.9
873da1005ffffff,28.49361,77.20289,30,149.1
873da1005ffffff,28.49361,77.20289,31,269.0
